audienceRating,Genre,criticRating,timeMin,grossMillions,Movie,Vote,Year
5.2,Drama,56,122,191.47,Twilight: Chapitre 1 - Fascination,369515,2008
7.6,Drama,94,131,17.02,DÃ©mineurs,363620,2008
6.2,Action,65,122,317.1,Indiana Jones et le royaume du crÃ¢ne de cristal,362598,2008
6.6,Action,58,106,168.37,Quantum of Solace,356938,2008
6.8,Action,61,112,134.52,L'incroyable Hulk,355664,2008
7.6,Animation,73,92,215.43,Kung Fu Panda,344200,2008
7.9,Comedy,67,107,7.76,Bons baisers de Bruges,332754,2008
7.0,Action,71,107,110.52,Tonnerre sous les tropiques,330762,2008
7.0,Action,64,85,80.05,Cloverfield,322905,2008
6.7,Action,64,110,134.51,Wanted: Choisis ton destin,320895,2008
6.8,Comedy,46,104,97.69,Yes Man,292077,2008
7.0,Action,64,111,87.34,DÃ©lire express,275695,2008
7.0,Comedy,63,96,60.36,Burn After Reading,267367,2008
7.9,Drama,81,109,26.24,The Wrestler,266458,2008
6.1,Action,35,88,80.17,Jumper,258650,2008
7.7,Drama,36,123,69.95,Sept vies,252698,2008
"7.2,Comedy,67,111,63.17,""Sans Sarah, rien ne va!"",232119,2008"
6.9,Comedy,51,98,100.47,Frangins malgrÃ© eux,229886,2008
7.0,Action,78,120,75.75,Hellboy II - Les lÃ©gions d'or maudites,223578,2008
7.1,Drama,70,96,23.22,Vicky Cristina Barcelona,215088,2008
7.8,Biography,63,141,35.74,L'Ã©change,211652,2008
7.3,Action,53,114,5.69,Rock'n Rolla,209120,2008
7.6,Drama,58,124,34.19,The Reader,204698,2008
6.8,Crime,48,123,81.16,Las Vegas 21,203327,2008
6.9,Comedy,61,99,67.29,Les grands frÃ¨res,203210,2008
7.1,Drama,56,121,83.08,Walkyrie,199748,2008
7.0,Action,46,92,42.75,John Rambo,191512,2008
7.1,Action,57,128,39.39,Mensonges d'Ã©tat,187312,2008
8.1,Action,59,106,0.0,Yip Man,186257,2008
7.9,Drama,82,115,2.12,Morse,185389,2008
6.5,Action,54,110,130.32,Max la menace,178220,2008
6.4,Action,43,105,36.32,Course Ã  la mort,177976,2008
5.0,Sci,34,91,64.51,PhÃ©nomÃ¨nes,175490,2008
5.5,Action,54,113,100.02,Rien que pour vos cheveux,167689,2008
6.6,Action,62,150,141.62,Le monde de Narnia: chapitre 2 - Le prince Caspian,164884,2008
6.7,Animation,61,89,180.01,Madagascar 2 - La grande Ã©vasion,164465,2008
7.3,Drama,69,119,22.91,Les noces rebelles,164256,2008
"6.9,Animation,67,96,114.05,""Volt, star malgrÃ© lui"",160541,2008"
7.3,Crime,69,111,30.03,Braquage Ã  l'anglaise,159944,2008
6.6,Action,43,118,101.11,L'oeil du mal,159564,2008
6.4,Comedy,51,108,144.13,Mamma Mia!,159524,2008
6.6,Comedy,56,101,31.46,Zack et Miri font un porno,157856,2008
7.8,Drama,55,94,9.03,Le garÃ§on au pyjama rayÃ©,152164,2008
6.1,Comedy,36,99,80.28,Jackpot,150147,2008
5.5,Drama,40,104,79.37,Le jour oÃ¹ la Terre s'arrÃªta,147839,2008
7.6,Biography,84,128,31.84,Harvey Milk,146819,2008
6.1,Action,51,104,31.72,Le transporteur 3,137879,2008
"7.2,Comedy,59,112,31.97,""Un jour, peut-Ãªtre..."",136416,2008"
6.1,Comedy,47,111,76.81,27 robes,134949,2008
6.6,Action,40,90,72.27,Angles d'attaque,133691,2008
5.2,Action,31,112,102.49,La momie - La tombe de l'empereur dragon,129934,2008
7.1,Comedy,53,115,143.15,Marley & Moi,127096,2008
7.2,Action,58,137,28.64,Les insurgÃ©s,124335,2008
6.6,Adventure,57,104,38.09,Harold et Kumar s'Ã©vadent de Guantanamo,119901,2008
5.1,Action,34,109,94.78,10 000,114787,2008
6.8,Animation,71,86,154.53,Horton,114322,2008
5.4,Action,31,100,40.69,Max Payne,113085,2008
6.6,Adventure,53,165,49.55,Australia,108517,2008
7.5,Drama,68,104,33.42,Doute,106929,2008
5.6,Comedy,53,145,152.65,Sex and the City: Le film,104863,2008
6.2,Horror,47,86,52.6,The Strangers,100263,2008
7.1,Action,71,92,0.1,Bronson,99561,2008
6.8,Action,55,109,26.42,Au bout de la nuit,99059,2008
5.8,Horror,20,92,56.75,Saw V,98208,2008
7.7,Animation,86,101,15.09,Ponyo sur la falaise,96089,2008
5.8,Action,57,93,101.7,Voyage au centre de la Terre,95270,2008
2.7,Comedy,9,86,38.23,Spartatouille,93571,2008
6.6,Action,57,104,52.08,Le royaume interdit,92895,2008
"7.7,Biography,80,122,18.59,""Frost/Nixon, l'heure de vÃ©ritÃ©"",92891,2008"
6.2,Horror,35,110,30.69,Mirrors,92399,2008
6.7,Biography,50,115,26.81,Deux soeurs pour un roi,90582,2008
6.6,Action,39,110,24.85,Never Back Down,86275,2008
5.6,Action,26,101,22.53,Babylon A.D.,86220,2008
"6.4,Comedy,52,102,11.17,""Soyez sympas, rembobinez"",83237,2008"
5.9,Drama,47,104,20.98,X-Files: RÃ©gÃ©nÃ©ration,82207,2008
6.7,Comedy,64,90,31.49,Une nuit Ã  New York,79615,2008
1.9,Comedy,15,87,14.19,Disaster Movie,78652,2008
6.1,Comedy,33,99,110.1,Histoires enchantÃ©es,77382,2008
6.0,Action,36,101,40.08,La loi et l'ordre,76998,2008
6.5,Adventure,49,109,8.4,Sex Drive,76451,2008
6.6,Adventure,62,96,71.2,Les chroniques de Spiderwick,75300,2008
6.2,Drama,50,98,58.02,Sexy Dance 2,72371,2008
5.8,Comedy,47,91,33.47,Semi-Pro,70891,2008
7.5,Crime,58,104,0.04,FÃ©lon,69708,2008
5.5,Comedy,55,97,48.24,Super blonde,69124,2008
6.9,Biography,62,110,13.82,The Duchess,67260,2008
"6.3,Action,40,115,0.16,""Outlander, le dernier Viking"",66608,2008"
6.0,Action,51,108,10.96,Doomsday,65919,2008
5.7,Action,29,112,70.23,L'amour de l'or,64650,2008
"7.5,Comedy,67,124,3.08,""Synecdoche, New York"",64562,2008"
6.8,Horror,65,91,0.01,Eden Lake,64376,2008
6.9,Comedy,61,91,12.06,Sunshine Cleaning,63954,2008
6.4,Biography,35,110,2.78,Un Anglais Ã  New York,63663,2008
6.7,Comedy,72,102,13.21,La ville fantÃ´me,63444,2008
5.9,Horror,44,90,17.43,Les ruines,63045,2008
6.6,Drama,45,121,3.07,Blindness,62812,2008
6.0,Horror,53,89,31.69,En quarantaine,61652,2008
6.0,Action,37,135,43.95,Speed Racer,61543,2008
5.9,Comedy,37,101,46.01,Le tÃ©moin amoureux,59048,2008
7.6,Biography,82,96,0.15,Hunger,56923,2008
6.5,Adventure,58,90,7.87,La citÃ© de l'ombre,56689,2008
4.5,Action,33,75,26.64,Super HÃ©ros Movie,55923,2008
4.8,Action,30,103,19.78,The Spirit,55865,2008
6.7,Crime,45,130,15.71,Le prix de la loyautÃ©,55352,2008
7.7,Documentary,56,101,13.0,Religolo,54616,2008
5.6,Comedy,41,88,120.15,Tout... sauf en famille,53444,2008
6.0,Action,30,103,7.95,The Punisher: Zone de guerre,53398,2008
6.8,Crime,64,115,20.21,Appaloosa,53213,2008
"5.7,Comedy,41,110,32.85,""Drillbit Taylor, garde du corps"",52944,2008"
6.1,Horror,58,85,0.08,Midnight Meat Train,52085,2008
7.0,Action,60,114,23.53,Trahison,51243,2008
5.4,Action,24,99,15.28,Bangkok Dangerous,50682,2008
8.0,Animation,91,90,2.28,Valse avec Bachir,49480,2008
4.6,Comedy,57,112,90.56,High School Musical 3 - Nos annÃ©es lycÃ©e,48175,2008
5.4,Horror,36,98,31.42,The Eye,46780,2008
5.9,Animation,35,98,35.16,Star Wars: The Clone Wars,46416,2008
"7.8,Documentary,80,94,4.42,""Food, Inc."",45839,2008"
7.8,Documentary,89,94,2.96,Le funambule,45682,2008
6.7,Crime,72,111,2.2,Transsiberian,45291,2008
3.8,Comedy,24,87,32.24,Love Gourou,45270,2008
6.8,Adventure,55,114,3.52,Une arnaque presque parfaite,44197,2008
7.9,Action,64,125,0.0,The Chaser,43462,2008
6.1,Crime,47,110,39.26,HarcelÃ©s,43301,2008
6.7,Drama,82,113,12.8,Rachel se marie,43186,2008
6.2,Crime,32,101,28.69,IntraÃ§able,43135,2008
"6.3,Biography,56,129,25.53,""W., l'improbable prÃ©sident"",42736,2008"
8.1,Drama,68,130,1.54,Departures,41849,2008
"6.3,Comedy,49,103,1.59,""New York, I Love You"",41502,2008"
7.0,Crime,87,137,1.58,Gomorra,41102,2008
7.4,Action,73,146,0.63,Les 3 royaumes,39451,2008
5.9,Comedy,34,101,19.22,La copine de mon meilleur ami,39126,2008
6.0,Comedy,55,99,60.27,Baby Mama,36234,2008
7.2,Comedy,64,97,0.47,JCVD,34834,2008
6.1,Crime,31,107,4.6,Manipulation,34634,2008
1.9,Comedy,7,91,0.03,The Hottie & the Nottie,34345,2008
6.2,Comedy,53,102,6.41,The Rocker,34025,2008
7.0,Comedy,84,118,3.49,Be Happy,33873,2008
4.9,Adventure,43,90,11.8,Appelez-moi Dave,33823,2008
6.1,Animation,53,93,50.88,La lÃ©gende de Despereaux,32685,2008
7.2,Crime,64,108,0.0,Le prix du silence,32575,2008
7.4,Action,76,150,0.48,La bande Ã  Baader,31894,2008
7.1,Drama,74,110,3.15,Two Lovers,31867,2008
7.5,Drama,92,128,3.77,Entre les murs,31008,2008
5.9,Drama,40,93,0.27,Les passagers,30083,2008
6.0,Adventure,55,96,48.01,L'Ã®le de Nim,29845,2008
3.9,Horror,17,88,43.87,Le bal de l'horreur,29704,2008
6.5,Comedy,47,92,2.93,Choke,29576,2008
6.7,Comedy,44,87,0.24,La thÃ©orie du chaos,29293,2008
6.9,Biography,64,135,0.0,Che - 2Ã¨me partie - Guerilla,29207,2008
6.1,Horror,58,82,0.0,Splinter,28962,2008
5.2,Horror,37,85,25.93,Spirits,28927,2008
6.0,Comedy,56,114,31.2,Jeux de dupes,28914,2008
"7.3,Action,69,139,0.13,""Le bon, la brute et le cinglÃ©"",28710,2008"
7.6,Action,71,113,0.55,L'instinct de mort,28558,2008
6.0,Crime,55,95,0.11,Pathology,28285,2008
7.0,Comedy,61,99,2.08,The Wackness,28251,2008
4.0,Horror,24,87,26.88,One Missed Call,28135,2008
"6.2,Action,47,98,0.1,""Ong-Bak 2, la naissance du dragon"",26399,2008"
8.6,Documentary,82,95,0.0,Dear Zachary: A Letter to a Son About His Father,25840,2008
7.5,Action,72,133,0.28,L'ennemi public nÂ°1,25309,2008
6.7,Fantasy,54,93,0.0,Talking Dead,24843,2008
6.2,Comedy,63,119,44.09,Quatre filles et un jean 2,23992,2008
7.6,Action,69,213,3.44,Jodhaa Akbar,23868,2008
7.3,Action,60,118,0.0,OpÃ©ration sabotage,23662,2008
7.1,Comedy,63,92,12.29,Miss Pettigrew,23643,2008
7.2,Crime,82,97,2.51,Frozen River,22671,2008
5.2,Comedy,30,95,7.56,Le fantÃ´me de mon ex-fiancÃ©e,22245,2008
6.7,Horror,32,98,0.14,Repo! The Genetic Opera,21467,2008
7.3,Drama,57,114,37.77,Le secret de Lily Owens,21373,2008
6.2,Comedy,57,95,9.5,Smart People,21360,2008
6.0,Animation,40,87,19.53,Igor,20631,2008
"5.7,Action,37,107,0.58,""War, Inc."",20482,2008"
6.8,Drama,66,112,3.58,Elegy,20355,2008
6.0,Drama,39,97,41.85,Nos nuits Ã  Rodanthe,19684,2008
5.3,Adventure,12,87,6.56,Strange Wilderness,19502,2008
6.8,Drama,69,99,2.34,Redbelt,19254,2008
3.7,Adventure,41,91,94.51,Le chihuahua de Beverly Hills,18928,2008
6.7,Drama,57,93,14.88,Last Chance for Love,18873,2008
6.5,Drama,61,112,10.91,Stop-Loss,18501,2008
7.6,Drama,79,117,3.17,Il y a longtemps que je t'aime,18479,2008
6.6,Drama,28,122,33.46,Fireproof,18436,2008
4.9,Comedy,27,114,26.9,The Women,18017,2008
5.8,Comedy,41,104,20.67,Mad Money,17875,2008
6.7,Comedy,58,97,2.66,Un mariage de rÃªve,17855,2008
7.3,Biography,58,130,9.59,The Express,17709,2008
5.7,Comedy,51,86,0.41,The Promotion,17080,2008
7.0,Biography,65,109,8.2,Cadillac Records,16899,2008
5.7,Horror,36,101,0.0,Deadgirl,16656,2008
6.8,Crime,45,107,0.2,Loin de la terre brÃ»lÃ©e,16548,2008
4.1,Comedy,45,94,0.0,Zombie Strippers,16391,2008
6.0,Action,37,160,7.92,Miracle Ã  Santa-Anna,16367,2008
6.1,Comedy,47,120,16.28,Swing vote - La voix du coeur,15928,2008
6.4,Comedy,54,92,4.88,Hamlet 2,15692,2008
7.4,Drama,73,109,0.04,Les trois singes,15686,2008
5.9,Comedy,50,94,0.93,Love Manager,15656,2008
8.0,Drama,50,114,0.66,La Lapidation de Soraya M.,15648,2008
6.4,Crime,31,97,0.03,Surveillance,15564,2008
7.3,Drama,74,130,0.15,Les soldats de l'ombre,15484,2008
6.8,Crime,56,102,0.01,Ultime Evasion,15327,2008
7.0,Biography,57,119,4.23,Un Ã©clair de gÃ©nie,15203,2008
5.0,Crime,20,98,0.3,The Informers,14862,2008
5.1,Action,25,84,0.19,Hell Ride,14604,2008
6.3,Biography,39,110,0.03,The Edge of Love,14531,2008
8.0,Documentary,82,80,0.67,Anvil: The Story of Anvil,14110,2008
"4.3,Adventure,36,83,45.59,""Papa, la fac et moi"",13955,2008"
7.1,Drama,80,80,0.86,Wendy et Lucy,13542,2008
7.0,Comedy,64,95,0.43,Lymelife,13187,2008
6.8,Comedy,56,110,4.04,Bottle Shock,13152,2008
7.3,Biography,81,110,0.24,Il divo,13077,2008
7.4,Adventure,67,126,0.71,Duel au Sommet,12608,2008
6.5,Comedy,63,90,0.75,Mister Showman,12441,2008
6.5,Comedy,46,86,0.21,Cheung gong 7 hou,12407,2008
7.6,Documentary,80,105,0.31,Bigger Stronger Faster*,12397,2008
7.0,Comedy,53,115,0.18,The Lucky Ones,12384,2008
7.6,Crime,84,121,0.0,Revanche,12083,2008
6.5,Action,40,108,0.01,Largo Winch,12008,2008
5.4,Comedy,46,114,42.44,Le retour de Roscoe Jenkins,11561,2008
3.7,Documentary,20,90,7.69,Expelled: No Intelligence Allowed,11451,2008
6.5,Comedy,44,99,1.84,Henry Poole,11416,2008
4.6,Comedy,15,94,4.69,College,11388,2008
6.5,Drama,34,120,3.39,Fireflies in the Garden,11377,2008
7.6,Documentary,70,98,1.61,It Might Get Loud,11246,2008
7.5,Documentary,83,90,0.89,Tyson,11215,2008
7.0,Drama,66,103,0.54,Oorlogswinter,10955,2008
6.7,Drama,64,133,6.41,Retour Ã  Brideshead,10694,2008
6.9,Comedy,68,130,1.01,Paris,10622,2008
6.6,Crime,71,100,0.0,What Doesn't Kill You,10318,2008
7.2,Documentary,76,122,5.36,Shine a Light,10161,2008
6.9,Crime,57,117,0.0,La guerre de l'ombre,10026,2008
7.7,Action,53,119,0.0,Jerusalema,9882,2008
6.1,Comedy,62,85,0.01,I Sell the Dead,9833,2008
6.8,Comedy,73,114,1.19,Me and Orson Welles,9800,2008
5.2,Crime,43,99,0.02,Donkey Punch,9799,2008
5.5,Drama,34,88,0.0,The Other Man,9734,2008
4.5,Animation,36,81,30.11,Les chimpanzÃ©s de l'espace,9500,2008
7.3,Drama,37,112,0.63,Forever Strong,9432,2008
7.1,Drama,61,93,0.0,Red,9330,2008
4.3,Comedy,20,83,7.0,An American Carol,8862,2008
6.1,Comedy,38,98,0.1,Gigantic,8814,2008
8.0,Drama,89,115,0.16,Still walking,8794,2008
8.1,Action,78,237,0.0,Ai no mukidashi,8756,2008
7.1,Drama,49,125,1.03,Les orphelins de Huang Shi,8606,2008
4.4,Comedy,41,96,37.93,First Sunday,8347,2008
2.3,Documentary,59,74,65.28,Hannah Montana et Miley Cyrus - Le film concert Ã©vÃ©nement 3D,8297,2008
3.9,Drama,28,82,13.35,The Haunting of Molly Hartley,8285,2008
6.5,Comedy,49,100,12.08,Soul Men,8276,2008
6.9,Comedy,65,103,0.06,Les joies de la famille,8185,2008
7.1,Comedy,63,112,0.35,Tokyo!,7989,2008
7.3,Drama,68,97,0.09,The Black Balloon,7903,2008
6.6,Biography,41,112,0.48,Little Ashes,7818,2008
"4.7,Comedy,16,85,0.04,""Surfer, Dude"",7740,2008"
8.3,Adventure,69,153,120.54,Inglourious Basterds,1005208,2009
7.8,Action,83,162,760.51,Avatar,965941,2009
8.3,Animation,88,96,293.0,LÃ -haut,755420,2009
7.7,Comedy,73,100,277.32,Very Bad Trip,628852,2009
8.0,Sci,81,112,115.65,District 9,571963,2009
8.0,Action,82,127,257.73,Star Trek,536453,2009
7.6,Action,57,128,209.03,Sherlock Holmes,517094,2009
7.7,Adventure,73,88,75.59,Bienvenue Ã  Zombieland,424176,2009
7.6,Action,56,162,107.51,Watchmen: Les gardiens,423628,2009
7.7,Comedy,76,95,32.39,500 jours ensemble,412641,2009
6.7,Action,40,107,179.88,X-Men Origins: Wolverine,402491,2009
7.6,Adventure,78,153,301.96,Harry Potter et le prince de sang-mÃªlÃ©,368675,2009
6.0,Action,35,150,402.11,Transformers - La revanche,346392,2009
5.8,Action,49,158,166.11,2012,306963,2009
6.6,Action,49,115,125.32,Terminator renaissance,304349,2009
7.9,Drama,67,97,5.01,Moon,287042,2009
7.4,Drama,83,109,83.82,In the Air,285512,2009
8.4,Comedy,67,170,6.53,3 Idiots,257009,2009
6.7,Comedy,48,108,163.96,La proposition,250465,2009
7.0,Biography,70,140,97.1,Public Enemies,246582,2009
7.7,Biography,53,129,255.96,The Blind Side - l'Ã©veil d'un champion,245748,2009
6.7,Mystery,48,138,133.38,Anges et DÃ©mons,235628,2009
7.4,Crime,34,109,73.34,Que justice soit faite,234852,2009
4.7,Adventure,44,130,296.62,Twilight: Chapitre 2 - Tentation,234180,2009
6.6,Action,46,107,155.06,Fast and Furious 4,225630,2009
6.2,Drama,41,121,79.96,PrÃ©dictions,198654,2009
7.3,Adventure,64,111,0.06,La route,193323,2009
"7.8,Drama,76,152,10.1,""MillÃ©nium, le film - Les hommes qui n'aimaient pas les femmes"",186807,2009"
7.0,Animation,50,94,196.57,L'Ã¢ge de glace 3: Le temps des dinosaures,184978,2009
5.8,Action,32,118,152.27,G.I. Joe - Le rÃ©veil du Cobra,183863,2009
6.5,Comedy,28,96,88.92,L'abominable vÃ©ritÃ©,177941,2009
7.9,Drama,63,141,0.0,Mr. Nobody,176949,2009
"7.0,Comedy,70,105,71.44,""I Love You, Man"",176541,2009"
7.0,Animation,66,90,124.87,TempÃªte de boulettes gÃ©antes,169541,2009
6.6,Horror,83,99,42.1,Jusqu'en enfer,168143,2009
7.7,Animation,80,100,75.29,Coraline,164217,2009
6.4,Action,55,106,65.45,L'attaque du mÃ©tro 123,162098,2009
7.0,Horror,42,123,41.6,Esther,160299,2009
6.3,Action,45,89,38.58,Clones,158094,2009
7.8,Animation,83,87,21.0,Fantastic Mr. Fox,156968,2009
6.4,Comedy,48,102,64.17,17 ans encore,156767,2009
8.2,Drama,80,129,20.17,Dans ses yeux,152543,2009
5.9,Adventure,42,105,177.24,La nuit au musÃ©e 2,145700,2009
6.4,Comedy,47,129,93.95,Ce que pensent les hommes,141248,2009
6.8,Comedy,76,107,16.03,Adventureland - Job d'Ã©tÃ© Ã  Ã©viter,139993,2009
6.7,Drama,42,135,43.82,Lovely Bones,134591,2009
6.6,Action,44,92,45.8,Underworld 3 - Le soulÃ¨vement des Lycans,133942,2009
7.4,Biography,74,134,37.49,Invictus,133566,2009
6.8,Adventure,65,123,7.69,L'imaginarium du docteur Parnassus,132611,2009
6.8,Action,28,108,10.33,Pandorum,130138,2009
5.8,Comedy,54,81,60.05,BrÃ¼no,126787,2009
6.5,Animation,56,94,198.35,Monstres contre Aliens,125375,2009
7.1,Drama,47,107,63.41,Hors du temps,124218,2009
6.2,Action,41,96,13.63,Hyper Tension 2,123049,2009
7.1,Crime,64,127,37.02,Jeux de pouvoir,119739,2009
5.8,Action,27,95,20.49,Ultimate Game,119308,2009
7.1,Animation,60,79,31.74,NumÃ©ro 9,118827,2009
7.3,Drama,85,100,12.57,Une Ã©ducation,117955,2009
6.2,Comedy,54,94,32.42,Les chÃ¨vres du Pentagone,115534,2009
7.0,Comedy,79,106,9.19,A Serious Man,111361,2009
6.5,Action,57,98,30.1,Daybreakers,111355,2009
6.3,Comedy,60,146,51.86,Funny People,104852,2009
6.4,Comedy,58,100,18.44,The Invention of Lying,100512,2009
5.1,Comedy,47,102,16.2,Jennifer's Body,99218,2009
7.1,Animation,73,97,104.4,La princesse et la grenouille,99100,2009
6.6,Drama,49,108,0.4,Antichrist,97701,2009
7.4,Comedy,58,135,7.99,Good Morning England,96591,2009
7.1,Drama,58,105,28.5,Brothers,96049,2009
6.1,Action,36,111,31.81,Push,96014,2009
7.3,Drama,79,110,47.4,Precious,94429,2009
7.6,Drama,77,99,9.17,A Single Man,93687,2009
6.8,Adventure,71,101,77.23,Max et les Maximonstres,92399,2009
"5.2,Action,39,91,20.82,""Paul Blart, super vigile"",90065,2009"
5.5,Comedy,23,113,109.21,ThÃ©rapie de couples,88624,2009
7.0,Biography,66,118,94.13,Julie & Julia,87333,2009
5.5,Comedy,24,89,58.72,Meilleures ennemies,87297,2009
6.0,Horror,30,90,27.67,Saw VI,85512,2009
7.9,Crime,90,150,2.08,Un prophÃ¨te,83900,2009
5.8,Drama,66,104,17.0,Splice,83802,2009
6.5,Action,52,118,25.45,L'enquÃªte - The international,83550,2009
6.6,Biography,65,98,2.04,I Love You Phillip Morris,83248,2009
6.8,Animation,55,96,137.86,Le drÃ´le de NoÃ«l de Scrooge,83140,2009
5.2,Horror,30,82,66.48,Destination finale 4,82364,2009
5.6,Horror,34,97,65.0,Vendredi 13,82126,2009
5.6,Drama,47,115,15.05,The Box,81058,2009
4.9,Adventure,34,97,43.34,L'an 1 - Des dÃ©buts difficiles,80874,2009
7.4,Drama,51,109,49.2,Ma vie pour la tienne,80713,2009
7.2,Crime,66,129,9.08,MillÃ©nium 2: La fille qui rÃªvait d'un bidon d'essence et d'une allumette,79618,2009
7.2,Action,55,103,1.82,Harry Brown,77837,2009
6.6,Comedy,57,120,112.74,Pas si simple,74996,2009
7.3,Drama,83,112,39.46,Crazy Heart,74032,2009
6.6,Horror,42,110,32.72,La derniÃ¨re maison sur la gauche,73926,2009
5.8,Comedy,34,100,55.25,HantÃ© par ses ex,72719,2009
6.5,Comedy,63,90,15.28,Be Bad!,68145,2009
6.7,Crime,69,122,1.7,Bad Lieutenant - Escale Ã  la Nouvelle-OrlÃ©ans,67931,2009
6.4,Drama,43,87,28.57,Les intrus,67458,2009
5.9,Comedy,38,104,44.28,Confessions d'une accro au shopping,67189,2009
5.9,Mystery,34,98,25.46,PhÃ©nomÃ¨nes paranormaux,66781,2009
6.2,Horror,25,109,13.25,Le cas 39,66102,2009
7.2,Comedy,45,93,5.31,Whatever Works,63758,2009
4.4,Horror,33,92,0.18,The Human Centipede (First Sequence),62873,2009
6.1,Action,48,104,0.0,Solomon Kane,62712,2009
2.6,Action,45,85,9.35,Dragonball Evolution,61596,2009
6.4,Action,34,99,38.11,Ninja Assassin,61481,2009
6.3,Drama,48,96,3.07,ChloÃ©,61138,2009
6.5,Adventure,63,98,15.48,Escapade fatale,60142,2009
6.6,Horror,52,85,0.03,[Rec]Â²,59996,2009
6.9,Drama,68,111,13.04,Bliss,58527,2009
7.8,Drama,82,144,2.22,Le ruban blanc,58481,2009
6.3,Comedy,61,90,0.04,Dead Snow,58208,2009
7.3,Crime,60,147,5.19,MillÃ©nium 3: La reine dans le palais des courants d'air,57925,2009
7.2,Adventure,55,127,0.62,Agora,57534,2009
6.3,Action,24,118,10.27,Les anges de Boston 2,56181,2009
6.5,Comedy,66,108,33.31,The Informant!,55920,2009
7.3,Drama,73,94,0.11,Canine,55634,2009
6.7,Crime,43,132,27.15,L'Ã©lite de Brooklyn,55487,2009
5.4,Adventure,32,102,49.44,Le monde (presque) perdu,55295,2009
5.8,Comedy,54,86,23.99,Ronnie la Gaffe,54753,2009
5.9,Drama,33,92,55.39,Le dernier rite,53758,2009
7.1,Adventure,47,99,8.86,Everybody's Fine,53302,2009
7.3,Drama,69,161,0.34,Enter the Void,52971,2009
6.6,Adventure,45,90,0.69,Fanboys,52172,2009
7.3,Drama,81,123,0.37,Fish Tank,52009,2009
7.3,Biography,64,105,11.0,Victoria - Les jeunes annÃ©es d'une reine,49954,2009
5.5,Horror,51,101,51.55,Meurtres Ã  la Saint-Valentin,48208,2009
"6.0,Adventure,61,93,0.02,""Le guerrier silencieux, Valhalla Rising"",48034,2009"
6.4,Horror,29,90,7.71,The Collector,48009,2009
7.1,Comedy,58,98,9.45,Away We Go,47868,2009
7.5,Comedy,83,106,2.38,In the Loop,47601,2009
5.7,Action,52,98,67.17,La montagne ensorcelÃ©e,47271,2009
6.7,Biography,61,117,31.67,Le soliste,46196,2009
4.8,Drama,30,88,42.67,Unborn,44602,2009
6.1,Animation,39,91,42.09,PlanÃ¨te 51,44205,2009
6.2,Comedy,69,125,40.57,Duplicity,43421,2009
8.5,Documentary,84,92,0.86,The cove - La baie de la honte,43076,2009
4.9,Horror,35,105,33.39,Halloween II,39996,2009
6.2,Comedy,61,92,10.81,Extract,39764,2009
6.5,Action,64,101,0.04,Banlieue 13: Ultimatum,39435,2009
5.8,Drama,49,118,19.66,Nine,39285,2009
"6.2,Comedy,31,90,17.23,""Sea, sex and fun"",39179,2009"
7.4,Action,65,84,0.23,Black Dynamite,38948,2009
5.9,Action,43,109,13.84,L'assistant du vampire,38136,2009
7.4,Documentary,61,127,14.36,Capitalism: A Love Story,37868,2009
5.6,Adventure,36,92,35.92,La panthÃ¨re rose 2,36295,2009
5.1,Animation,41,88,119.44,Mission G,35918,2009
6.5,Drama,55,96,1.47,La famille Jones,35387,2009
7.6,Biography,81,98,0.45,The Damned United,35368,2009
6.7,Biography,60,122,36.84,Notorious B.I.G.,35364,2009
4.5,Animation,41,88,219.61,Alvin et les Chipmunks 2,35279,2009
4.8,Comedy,17,99,33.86,All About Steve,35180,2009
7.3,Documentary,67,111,72.09,This Is It,34820,2009
4.3,Comedy,47,102,79.57,Hannah Montana - Le film,34497,2009
"7.2,Drama,73,133,0.3,""Thirst, ceci est mon sang"",34483,2009"
5.9,Comedy,43,97,0.25,Toy boy,34425,2009
6.7,Biography,65,105,6.11,Coco avant Chanel,34393,2009
6.6,Comedy,60,105,0.72,Middle Men,34196,2009
6.9,Comedy,69,99,0.22,World's Greatest Dad,33896,2009
6.4,Horror,73,95,0.1,The House of the Devil,33809,2009
7.2,Drama,76,127,5.01,Ã‰treintes brisÃ©es,33726,2009
6.8,Comedy,57,101,0.04,Defendor: hÃ©ros ou zÃ©ro,33019,2009
5.4,Comedy,19,88,49.49,Les 2 font la 'pÃ¨re',32915,2009
5.9,Drama,36,104,0.11,After.Life,32884,2009
8.1,Drama,87,119,0.11,Ã€ propos d'Elly,32656,2009
7.8,Action,79,129,0.55,Mother,32518,2009
4.8,Comedy,27,103,29.58,OÃ¹ sont passÃ©s les Morgan?,31949,2009
7.3,Comedy,76,99,0.27,Soul Kitchen,31578,2009
7.2,Drama,56,99,2.28,Adam,31100,2009
7.1,Drama,77,113,0.07,The Messenger,31097,2009
7.2,Biography,67,98,1.45,Nowhere Boy,30873,2009
"5.3,Comedy,32,102,14.79,""I Love You, Beth Cooper"",30113,2009"
5.6,Action,61,105,23.04,Fighting,29261,2009
7.4,Comedy,66,104,6.67,City Island,28463,2009
6.3,Animation,53,94,19.55,Astro Boy,28073,2009
7.6,Adventure,77,96,2.53,Sin nombre,27854,2009
5.7,Action,50,88,15.99,BlindÃ©s,27431,2009
5.6,Drama,33,109,22.93,Love Happens,27234,2009
