audienceRating,Genre,criticRating,timeMin,grossMillions,Movie,Vote,Year
6.2,Adventure,47,98,113.75,La nuit au musÃ©e: Le secret des pharaons,79930,2014
6.2,Action,40,117,30.7,3 Days to Kill,75939,2014
6.7,Mystery,76,100,0.32,The Guest,74999,2014
6.7,Comedy,81,148,8.11,Inherent Vice,73490,2014
"5.1,Action,30,92,19.08,""I, Frankenstein"",71413,2014"
7.5,Biography,89,128,52.08,Selma,70712,2014
7.0,Biography,62,106,14.48,Big Eyes,68424,2014
6.7,Animation,53,92,83.35,Les Pingouins de Madagascar,67108,2014
6.3,Animation,49,101,131.54,Rio 2,65390,2014
7.0,Comedy,75,95,0.64,Frank,64007,2014
6.8,Crime,73,122,17.24,Un homme trÃ¨s recherchÃ©,63307,2014
7.3,Comedy,55,122,54.24,Les recettes du bonheur,62282,2014
5.5,Action,30,102,17.22,Le septiÃ¨me fils,62213,2014
7.1,Drama,50,111,4.19,La promesse d'une vie,61625,2014
6.6,Comedy,44,103,34.29,C'est ici que l'on se quitte,60585,2014
7.2,Animation,77,95,76.22,Paddington,59819,2014
6.2,Horror,40,118,30.58,DÃ©livre-nous du mal,59480,2014
6.2,Horror,38,93,21.2,Catacombes,58400,2014
5.8,Action,44,89,47.6,Black storm,57897,2014
6.3,Drama,41,92,2.96,Avant d'aller dormir,57395,2014
6.3,Action,38,108,24.98,The November Man,55473,2014
6.0,Crime,55,111,33.63,The Gambler,54778,2014
6.6,Comedy,54,97,10.51,Magic in the Moonlight,54153,2014
5.6,Drama,59,83,32.48,Unfriended,54107,2014
6.4,Comedy,45,86,0.02,Aventure d'un soir,54026,2014
6.1,Sci,54,97,0.6,The Signal,54020,2014
7.3,Animation,67,95,50.15,La lÃ©gende de Manolo,53673,2014
7.0,Crime,79,125,5.74,A Most Violent Year,53536,2014
6.8,Animation,59,92,111.51,M. Peabody et Sherman: Les voyages dans le temps,53072,2014
6.7,Drama,29,118,26.76,Une seconde chance,52363,2014
5.7,Action,41,109,10.51,Sabotage,51876,2014
4.2,Action,22,99,18.85,La lÃ©gende d'Hercule,47962,2014
7.4,Drama,77,102,3.59,Calvary,47918,2014
6.1,Action,37,109,0.0,Automata,47343,2014
6.8,Animation,61,96,50.84,Les Boxtrolls,47105,2014
5.6,Action,31,104,7.79,Vampire Academy,45802,2014
6.2,Drama,31,118,0.02,Un amour d'hiver,45617,2014
6.0,Comedy,25,95,0.04,Blackout total,44982,2014
8.1,Documentary,88,114,2.8,Citizenfour,44450,2014
6.8,Crime,62,107,3.32,Veronica Mars,44396,2014
6.8,Drama,54,110,28.83,Le Pari: Draft Day,44255,2014
5.8,Comedy,23,99,0.0,The Cobbler,42919,2014
6.4,Comedy,58,103,0.0,The Voices,42362,2014
7.8,Biography,79,119,0.0,Pride,42027,2014
7.2,Action,83,99,1.27,'71,41746,2014
6.8,Drama,52,112,0.0,Hysteria,41336,2014
6.3,Mystery,24,108,5.98,Vertiges,41308,2014
4.9,Comedy,39,97,84.53,Tammy,40511,2014
4.5,Horror,38,89,50.86,Ouija,39795,2014
7.0,Biography,56,124,36.45,Million Dollar Arm,38832,2014
7.0,Adventure,29,120,1.12,Hector et la recherche du bonheur,38187,2014
"7.4,Drama,89,95,1.44,""Deux jours, une nuit"",37821,2014"
7.6,Crime,92,140,1.09,Leviathan,37814,2014
6.4,Action,64,103,1.11,The Rover,37366,2014
7.0,Biography,60,112,2.45,Secret d'Ã©tat,37197,2014
8.1,Drama,74,139,3.49,Mommy,36937,2014
6.3,Comedy,77,97,7.57,While We're Young,36762,2014
8.1,Animation,85,93,0.86,Le chant de la mer,36280,2014
5.4,Comedy,55,102,1.82,Tusk,36085,2014
6.9,Comedy,31,95,0.04,Before We Go,35705,2014
6.4,Comedy,63,99,0.44,Girls Only,35317,2014
5.7,Action,40,90,20.29,Brick Mansions,35212,2014
4.8,Drama,16,113,60.76,Dieu n'est pas mort,35151,2014
6.3,Drama,30,104,23.39,Un amour sans fin,35072,2014
6.4,Comedy,55,96,0.0,The Inbetweeners 2,34920,2014
5.0,Horror,42,84,32.46,Paranormal Activity: The Marked Ones,34695,2014
6.8,Comedy,74,93,5.28,The Skeleton Twins,34547,2014
6.9,Drama,54,117,0.01,The Guard,34020,2014
6.5,Sci,50,104,0.0,Time Lapse,33733,2014
6.2,Comedy,54,81,66.95,Alexandre et sa journÃ©e Ã©pouvantablement terrible et affreuse,33730,2014
6.7,Comedy,43,106,3.59,Le rÃ´le de ma vie,32564,2014
6.2,Comedy,67,111,0.35,Maps to the Stars,32076,2014
6.4,Drama,49,102,1.87,Cake,30806,2014
8.2,Drama,88,196,0.0,Winter Sleep,30398,2014
6.7,Horror,81,99,1.17,Goodnight Mommy,30334,2014
7.0,Biography,65,115,2.44,Le prodige,30255,2014
6.7,Drama,64,92,0.01,The Salvation,29626,2014
6.8,Crime,73,109,0.41,Cold in July: Juillet de sang,29232,2014
7.4,Biography,80,121,12.55,Love & Mercy,29232,2014
6.4,Adventure,62,114,1.17,Black Sea,28925,2014
3.1,Action,12,110,14.0,Le chaos,28823,2014
5.3,Comedy,33,118,85.91,Annie,28570,2014
6.0,Drama,45,112,14.9,Sexy Dance 5: All in Vegas,28289,2014
6.8,Biography,54,134,47.03,Jersey Boys,27905,2014
7.1,Drama,66,91,0.51,The One I Love,27753,2014
6.8,Comedy,76,107,0.0,Housebound,27711,2014
6.4,Comedy,34,96,0.01,Up & Down,27414,2014
6.3,Horror,44,93,0.01,13 Sins,26753,2014
6.4,Adventure,61,107,51.18,OpÃ©ration Muppets,26707,2014
"6.7,Comedy,38,119,0.46,""Men, Women & Children"",25810,2014"
6.2,Romance,66,96,0.51,Two Faces of January,25187,2014
5.4,Action,53,90,0.02,Big Game,25136,2014
6.6,Drama,68,122,2.43,The Homesman,25031,2014
6.4,Comedy,81,102,25.28,Top Five,23600,2014
6.4,Drama,51,91,0.03,White Bird,23579,2014
7.0,Drama,81,101,0.0,A Girl Walks Home Alone at Night,23321,2014
7.1,Drama,76,112,1.41,99 Homes,23126,2014
7.4,Drama,65,110,2.72,The Good Lie,23090,2014
7.2,Drama,65,111,0.14,Le monde de Nathan,23057,2014
5.8,Biography,47,99,91.44,Et si le ciel existait?,22690,2014
5.9,Crime,36,112,0.0,Captives,22679,2014
4.9,Drama,42,98,26.5,La dame en noir 2: L'ange de la mort,22614,2014
6.2,Comedy,79,108,4.4,Dear White People,22564,2014
5.8,Animation,37,85,64.25,OpÃ©ration Casse-noisette,22379,2014
6.7,Drama,78,124,1.81,Sils Maria,22210,2014
6.5,Action,49,108,0.0,Son of a Gun,21921,2014
7.1,Comedy,46,96,0.02,If You Love Me...,21732,2014
5.4,Drama,36,109,0.18,Serena,21151,2014
5.7,Horror,65,87,0.01,Honeymoon,20868,2014
6.8,Biography,94,150,3.96,Mr. Turner,20810,2014
6.2,Horror,74,77,0.0,Creep,20592,2014
7.6,Adventure,40,133,0.53,Highway,20578,2014
5.0,Action,28,98,0.0,Tokarev,20199,2014
6.1,Comedy,45,93,0.09,Broadway Therapy,20113,2014
6.0,Comedy,29,94,0.0,Playing It Cool,19857,2014
7.8,Animation,72,103,0.77,Souvenirs de Marnie,19778,2014
7.3,Biography,76,129,1.82,MÃ©moires de jeunesse,19762,2014
4.6,Action,24,89,2.76,Pyramide,19655,2014
7.4,Drama,56,102,0.0,Le Second souffle,19628,2014
6.6,Comedy,22,90,0.01,Barefoot,19480,2014
6.8,Comedy,76,84,3.12,Obvious Child,19352,2014
6.4,Drama,63,102,0.32,Good Kill,19152,2014
5.4,Horror,37,90,0.0,Jessabelle,19000,2014
6.1,Comedy,62,100,48.64,About Last Night,18772,2014
6.9,Action,59,100,0.0,Dead Snow: Red vs. Dead,18649,2014
5.5,Comedy,60,83,0.0,They Came Together,18606,2014
5.7,Comedy,21,83,0.0,DeuxiÃ¨me chance Ã  Brooklyn,18309,2014
5.7,Comedy,49,88,0.06,Cooties,18069,2014
6.0,Drama,54,107,0.0,The Riot Club,17783,2014
6.7,Comedy,69,109,0.05,Spring,17769,2014
6.9,Biography,71,139,30.51,Get on Up,17530,2014
6.5,Crime,56,120,0.11,Paradise Lost,17250,2014
7.2,Adventure,50,114,0.01,Favelas,17217,2014
8.0,Drama,71,96,0.1,Au premier regard,16999,2014
5.7,Horror,42,100,0.06,Clown,16939,2014
5.8,Comedy,38,106,65.18,Think Like a Man Too,16916,2014
5.8,Adventure,53,91,38.92,Echo,16876,2014
5.1,Horror,41,98,8.5,Les Ã¢mes silencieuses,16816,2014
5.7,Biography,37,138,59.7,Son of God,16637,2014
5.9,Comedy,30,90,0.02,Kill Me Three Times,16484,2014
4.7,Comedy,17,86,17.33,A Haunted House 2,16469,2014
6.4,Fantasy,39,112,0.0,La belle et la bÃªte,16190,2014
6.2,Comedy,52,98,0.09,Salsa Fury,16064,2014
5.7,Crime,19,91,0.0,Game of Fear,16015,2014
7.2,Comedy,74,116,0.05,Refroidis,15901,2014
5.6,Comedy,50,89,0.08,Life After Beth,15850,2014
6.9,Drama,63,107,0.0,Suite franÃ§aise,15730,2014
6.5,Drama,51,112,0.55,Les jardins du roi,15712,2014
5.9,Comedy,69,87,0.61,Welcome to Me,15636,2014
6.4,Comedy,24,95,0.01,Just Before I Go,15325,2014
8.4,Documentary,83,110,1.34,Le sel de la terre,15207,2014
7.5,Comedy,52,105,0.04,Rudderless,15146,2014
4.1,Horror,34,89,15.82,The Baby,14858,2014
6.9,Comedy,54,95,0.0,Ce week-end lÃ ...,14713,2014
4.6,Action,19,93,0.0,The Prince,14641,2014
6.8,Comedy,52,91,0.0,Comet,14600,2014
5.7,Biography,21,103,0.0,Grace de Monaco,14578,2014
5.3,Crime,28,108,0.05,L'Instinct de tuer,14488,2014
6.2,Comedy,51,107,0.0,Les Mots pour lui dire,14474,2014
5.1,Action,35,92,0.0,Everly,14443,2014
5.6,Crime,26,84,52.54,Double trahison,14439,2014
5.2,Action,23,94,0.0,Braquage Ã  l'amÃ©ricaine,14412,2014
6.0,Drama,49,98,0.0,Starry Eyes,13945,2014
6.0,Animation,48,83,59.17,Planes 2,13943,2014
5.8,Drama,42,95,0.04,Lost River,13924,2014
6.7,Drama,41,115,30.13,When the Game Stands Tall,13763,2014
7.1,Comedy,52,95,0.12,La Femme du Diplomate,13718,2014
8.1,Documentary,72,105,0.05,The Internet's Own Boy: The Story of Aaron Swartz,13683,2014
6.3,Action,54,98,0.0,Road of the Dead,13530,2014
7.2,Drama,92,97,1.08,Timbuktu,13300,2014
1.5,Comedy,18,79,2.78,Saving Christmas,13277,2014
4.8,Comedy,44,77,0.01,Zombeavers,13189,2014
5.5,Action,42,90,0.0,Dangerous People,13135,2014
6.0,Drama,62,92,0.0,Backcountry,13109,2014
7.8,Documentary,87,120,0.81,Life Itself,13023,2014
7.3,Drama,89,98,0.0,Phoenix,12931,2014
6.9,Drama,73,116,14.62,Beyond the Lights,12894,2014
5.0,Horror,38,101,0.0,Extraterrestrial,12762,2014
7.0,Comedy,64,90,1.43,Daddy Cool,12675,2014
5.4,Horror,53,95,0.0,[REC] 4: Apocalypse,12584,2014
4.2,Horror,38,81,0.0,V/H/S Viral,12571,2014
7.1,Crime,61,119,0.0,Les enquÃªtes du DÃ©partement V: Profanation,12564,2014
6.6,Comedy,75,108,2.87,The Trip to Italy,12547,2014
7.0,Comedy,81,101,0.22,Un pigeon perchÃ© sur une branche philosophait sur l'existence,12518,2014
6.3,Comedy,40,91,0.07,Blonde sur ordonnance,12415,2014
6.9,Drama,80,121,0.28,White God,12232,2014
6.7,Comedy,53,118,0.15,Samba,12058,2014
5.2,Crime,47,100,0.0,Open Windows,11773,2014
5.5,Comedy,25,98,10.43,Moms' Night Out,11572,2014
7.1,Comedy,31,100,0.0,The Road Within,11279,2014
5.6,Horror,47,86,0.0,The Town That Dreaded Sundown,11261,2014
8.1,Action,81,136,936.66,Star Wars: Episode VII - Le rÃ©veil de la Force,711233,2015
8.1,Action,90,120,153.64,Mad Max: Fury Road,677878,2015
8.0,Adventure,80,144,228.43,Seul sur Mars,593281,2015
7.4,Action,66,141,459.01,Avengers: L'Ã¨re d'Ultron,550524,2015
8.0,Adventure,76,156,183.64,The Revenant,535488,2015
7.0,Action,59,124,652.27,Jurassic World,477077,2015
8.2,Animation,94,95,356.46,Vice-versa,452016,2015
7.3,Action,64,117,180.2,Ant-Man,400002,2015
7.8,Crime,68,187,54.12,Les huit salopards,371939,2015
6.8,Action,60,148,200.07,007 Spectre,323415,2015
7.2,Action,67,137,353.01,Fast & Furious 7,313487,2015
8.1,Crime,93,128,45.06,Spotlight,298054,2015
7.4,Action,75,131,195.04,Mission: Impossible - Rogue Nation,269503,2015
7.8,Biography,81,130,70.26,The Big Short: Le casse du siÃ¨cle,268171,2015
7.6,Action,82,121,46.89,Sicario,267356,2015
4.1,Drama,46,125,166.17,Cinquante nuances de Grey,253429,2015
8.2,Drama,86,118,14.68,Room,251708,2015
7.6,Drama,81,142,72.31,Le pont des espions,233286,2015
6.6,Action,65,137,281.72,Hunger Games: La rÃ©volte - 2Ã¨me partie,218672,2015
7.3,Action,56,116,45.45,Agents trÃ¨s spÃ©ciaux: Code U.N.C.L.E.,216668,2015
6.5,Action,38,126,89.76,Terminator Genisys,215861,2015
6.8,Action,41,120,31.57,Chappie,198068,2015
7.0,Action,75,119,110.83,Spy,196811,2015
7.6,Drama,82,133,109.77,Creed: L'hÃ©ritage de Rocky Balboa,186748,2015
6.3,Action,42,119,130.18,Divergente 2: L'insurrection,181185,2015
7.4,Drama,57,124,52.42,La rage au ventre,180267,2015
6.6,Comedy,56,105,53.86,Diversion,174927,2015
6.4,Animation,56,91,336.05,Les Minions,172670,2015
6.3,Action,43,131,81.67,Le labyrinthe: La terre brÃ»lÃ©e,170399,2015
7.1,Comedy,51,121,75.76,Le Nouveau Stagiaire,170223,2015
6.1,Action,43,114,155.19,San Andreas,170092,2015
7.1,Action,64,121,43.48,Everest,164129,2015
5.3,Action,40,127,47.39,Jupiter: Le destin de l'univers,155344,2015
7.9,Biography,72,147,161.2,Straight Outta Compton,149987,2015
6.5,Action,60,130,93.44,Ã€ la poursuite de demain,149490,2015
6.3,Comedy,48,115,81.48,Ted 2,146240,2015
6.9,Biography,68,123,62.58,Strictly Criminal,143111,2015
7.1,Comedy,82,119,8.7,The Lobster,138646,2015
4.3,Action,27,100,56.12,Les 4 Fantastiques,127798,2015
7.2,Biography,82,122,17.75,Steve Jobs,124666,2015
7.0,Drama,67,105,201.15,Cendrillon,123976,2015
7.2,Drama,51,112,42.48,Adaline,121840,2015
7.1,Biography,66,119,12.71,Danish Girl,121545,2015
7.0,Biography,55,132,1.87,Legend,119040,2015
6.8,Horror,83,92,25.14,The Witch,116514,2015
6.4,Comedy,63,115,184.3,Pitch Perfect 2,114608,2015
6.2,Comedy,75,125,110.21,Crazy Amy,112023,2015
5.6,Action,27,105,78.75,Pixels,107928,2015
7.1,Drama,77,108,43.77,The Gift,106011,2015
6.5,Drama,66,119,31.06,Crimson Peak,105363,2015
6.6,Drama,56,124,56.45,Joy,104849,2015
7.5,Drama,87,117,38.32,Brooklyn,101611,2015
6.0,Comedy,34,100,90.41,Get Hard,100387,2015
7.8,Comedy,74,105,6.74,This is not a love story,99527,2015
7.3,Adventure,70,123,10.14,The Walk: RÃªver plus haut,99326,2015
6.9,Action,47,122,25.02,Au coeur de l'ocÃ©an,97026,2015
6.2,Horror,55,94,65.21,The Visit,89492,2015
6.6,Action,59,114,26.44,Night Run,86517,2015
7.2,Drama,95,118,12.71,Carol,84640,2015
6.6,Comedy,42,101,13.65,Ã€ vif!,83090,2015
6.7,Animation,66,93,123.09,Le voyage d'Arlo,82381,2015
6.7,Animation,55,94,177.4,En route!,80318,2015
6.1,Adventure,34,99,58.88,Vive les vacances,78813,2015
6.1,Comedy,42,96,150.36,Very Bad Dads,78286,2015
6.3,Drama,56,109,32.0,La face cachÃ©e de Margo,78252,2015
6.0,Action,34,106,27.37,Le dernier chasseur de sorciÃ¨res,76598,2015
6.7,Animation,44,89,169.7,HÃ´tel Transylvanie 2,75561,2015
5.7,Action,28,96,22.47,Hitman: Agent 47,74307,2015
7.0,Crime,79,95,3.22,Green Room,72244,2015
6.5,Action,34,117,12.28,Renaissances,72036,2015
7.2,Comedy,72,103,17.47,Dope,70764,2015
6.1,Horror,52,97,52.22,Insidious: Chapitre 3,69160,2015
6.1,Action,50,96,14.43,American Ultra,69037,2015
6.6,Comedy,38,104,32.36,Entourage,67100,2015
6.7,Action,51,96,9.24,Hardcore Henry,66786,2015
7.0,Comedy,49,101,1.98,Demolition,66592,2015
7.1,Biography,55,123,34.53,Seul contre tous,66505,2015
6.4,Drama,47,106,22.33,Projet Almanac,66091,2015
7.3,Drama,73,102,18.7,OpÃ©ration Eye in the Sky,63343,2015
6.8,Action,38,103,27.29,No Escape,62517,2015
7.1,Drama,33,123,37.43,Chemins croisÃ©s,62482,2015
7.5,Biography,60,124,7.86,Dalton Trumbo,62056,2015
6.5,Comedy,56,101,34.02,DUFF: Le faire-valoir,62002,2015
6.3,Adventure,60,103,80.08,Chair de Poule - Le Film,61557,2015
6.7,Comedy,35,101,64.46,TÃ©moin Ã  louer,61513,2015
4.9,Drama,53,99,0.04,Knock Knock,58916,2015
7.3,Comedy,64,124,2.7,Youth,56964,2015
5.5,Action,27,107,7.61,Charlie Mortdecai,55033,2015
7.8,Drama,79,137,0.08,Beasts of No Nation,54294,2015
7.1,Adventure,72,132,0.0,Bone Tomahawk,53382,2015
6.0,Comedy,58,118,87.04,Sisters,53112,2015
6.9,Drama,67,104,17.74,Mr. Holmes,52481,2015
6.5,Crime,41,137,1.21,Enfant 44,51786,2015
5.8,Adventure,36,111,35.09,Pan,50710,2015
6.4,Adventure,58,101,43.04,The Night Before - Secret Party,50081,2015
6.7,Drama,74,100,0.23,The Invitation,49990,2015
7.2,Animation,88,90,3.44,Anomalisa,49167,2015
4.9,Horror,47,93,47.43,Poltergeist,48067,2015
5.3,Action,34,114,28.78,Point Break,48031,2015
5.4,Comedy,40,105,20.99,Welcome Back,47606,2015
6.2,Comedy,49,98,42.59,Krampus,46935,2015
6.3,Crime,50,99,4.72,True Story,45119,2015
5.4,Crime,51,133,7.1,Hacker,45002,2015
5.6,Comedy,60,115,66.01,Magic Mike XXL,44637,2015
6.7,Drama,71,113,1.11,Macbeth,44503,2015
6.6,Comedy,53,95,4.03,L'homme irrationnel,44190,2015
7.8,Animation,70,108,1.34,Le Petit Prince,43050,2015
7.3,Biography,51,109,33.31,La femme au tableau,43040,2015
5.6,Action,40,92,0.0,Joker,42134,2015
6.0,Drama,36,110,5.78,Docteur Frankenstein,41608,2015
5.1,Action,31,87,34.51,Hot Pursuit,41027,2015
6.4,Crime,36,101,0.0,PrÃ©monitions,40251,2015
6.8,Comedy,69,88,0.0,Man Up,39608,2015
"6.0,Animation,62,92,162.99,""Bob l'Ã©ponge, le film: Un hÃ©ros sort de l'eau"",39227,2015"
7.8,Documentary,85,128,8.41,Amy,38775,2015
7.1,Comedy,47,119,2.02,The Dressmaker,38321,2015
7.7,Crime,77,138,0.0,Victoria,38061,2015
7.1,Drama,71,119,12.23,Loin de la foule dÃ©chaÃ®nÃ©e,36953,2015
5.6,Drama,52,95,0.19,Maggie,35802,2015
7.1,Animation,67,88,130.18,Snoopy et les Peanuts: Le film,35601,2015
7.2,Biography,56,108,3.87,L'Homme qui dÃ©fiait l'infini,35240,2015
6.3,Action,32,93,3.64,Manuel de survie Ã  l'apocalypse zombie,35090,2015
5.3,Horror,32,97,27.74,Sinister 2,35022,2015
7.1,Drama,33,106,0.0,Colonia,34624,2015
6.3,Action,52,95,0.03,Mr. Right,34612,2015
6.2,Action,39,113,0.0,Dark Places,33963,2015
6.9,Western,72,84,0.23,Slow West,33752,2015
7.5,Drama,89,107,1.78,Le fils de Saul,33391,2015
5.2,Horror,31,83,25.8,Lazarus Effect,33226,2015
4.8,Comedy,18,119,0.0,The Ridiculous 6,33197,2015
5.1,Action,32,96,16.03,Le Transporteur: HÃ©ritage,33000,2015
5.8,Action,39,115,10.64,Gunman,32876,2015
7.1,Action,57,105,2.68,Ip Man 3,32679,2015
6.2,Action,27,115,0.0,Last Knights,32192,2015
5.1,Comedy,29,93,12.28,Hot Tub Time Machine 2,32027,2015
4.7,Mystery,30,91,35.39,Un voisin trop parfait,31596,2015
6.5,Comedy,64,101,0.81,Jamais entre amis,30832,2015
8.1,Documentary,80,119,0.0,Going Clear Scientology: La vÃ©ritÃ© rÃ©vÃ©lÃ©e au grand jour,30449,2015
6.2,Crime,45,111,20.18,Aux yeux de tous,30362,2015
6.0,Comedy,31,85,0.0,Absolutely Anything,29583,2015
6.9,Biography,67,106,4.69,Les suffragettes,29021,2015
5.7,Drama,65,119,0.34,High-Rise,29015,2015
5.7,Crime,32,106,0.05,RÃ©gression,28767,2015
"7.4,Animation,81,85,19.38,""Shaun le mouton, le film"",28719,2015"
6.9,Biography,55,127,12.19,The 33,28616,2015
6.2,Drama,46,96,3.59,We Are Your Friends,28348,2015
"7.4,Biography,60,129,44.47,""McFarland, USA"",28304,2015"
7.7,Comedy,70,116,3.36,Mr. Ove,28085,2015
4.4,Action,13,94,71.04,Paul Blart: Mall Cop 2,27677,2015
6.0,Drama,51,135,0.0,Love,27169,2015
5.4,Comedy,32,91,10.21,Jet Lag,26332,2015
6.6,Comedy,51,122,33.08,Indian Palace: Suite royale,26320,2015
7.6,Drama,83,97,0.85,Mustang,26081,2015
6.6,Comedy,59,88,0.0,Scream Girl,25830,2015
5.6,Action,28,96,0.0,Survivor,25497,2015
7.0,Comedy,58,106,5.35,Danny Collins,25073,2015
6.9,Biography,67,122,0.64,The Stanford Prison Experiment,24982,2015
6.3,Crime,66,88,0.13,Cop Car,24618,2015
7.1,Drama,94,91,4.25,45 ans,24306,2015
7.6,Documentary,83,145,0.0,Cobain: Montage of Heck,23901,2015
6.9,Drama,87,102,1.48,The Diary of a Teenage Girl,23799,2015
7.3,Biography,82,106,2.99,The End of the Tour,22695,2015
6.8,Adventure,47,111,42.65,Max,22499,2015
6.0,Drama,68,98,0.12,Les Survivants,22373,2015
7.1,Comedy,70,114,0.09,Le tout nouveau testament,21791,2015
6.1,Action,37,93,0.0,Bus 657,21535,2015
6.7,Action,68,105,0.18,The Wave,21328,2015
6.7,Action,60,93,0.05,Turbo Kid,20841,2015
6.7,Comedy,75,84,2.46,Mistress America,19895,2015
4.6,Horror,30,88,18.3,Paranormal Activity: Ghost Dimension,19800,2015
6.0,Drama,43,101,0.03,Equals,19547,2015
7.8,Drama,75,100,0.44,Les oubliÃ©s,19534,2015
7.4,Drama,30,106,6.42,Little Boy,19518,2015
6.4,Drama,72,134,0.08,Tale of Tales,19371,2015
5.7,Drama,53,118,0.56,Knight of Cups,19359,2015
6.3,Adventure,51,104,29.47,Randonneurs amateurs,19146,2015
6.0,Comedy,54,101,26.82,Ricki and the Flash,18772,2015
6.7,Biography,70,104,10.02,The Lady in the Van,18726,2015
7.6,Documentary,64,120,3.82,Where to Invade Next,17999,2015
7.1,Drama,31,116,0.0,Fathers & Daughters,17869,2015
6.4,Drama,74,125,1.98,A Bigger Splash,17694,2015
7.1,Comedy,85,88,0.7,Tangerine,17519,2015
6.1,Comedy,53,107,7.0,Que le meilleur gagne,16648,2015
6.2,Action,47,104,0.0,MI-5 Infiltration,16476,2015
4.2,Horror,30,81,22.76,Gallows,16259,2015
5.9,Action,49,98,1.51,Jane Got a Gun,16236,2015
5.6,Action,45,94,0.0,Tracers,15709,2015
6.1,Action,33,95,0.0,Kidnapping Mr. Heineken,15628,2015
6.8,Biography,66,125,2.54,Truth: Le prix de la vÃ©ritÃ©,14993,2015
7.4,Drama,52,94,0.64,Remember,14956,2015
7.4,Documentary,76,100,0.7,Cartel Land,14944,2015
6.8,Comedy,60,106,0.0,A Perfect Day: un jour comme un autre,14748,2015
"6.7,Comedy,63,90,14.44,""Hello, My Name Is Doris"",14635,2015"
5.7,Comedy,31,107,26.28,NoÃ«l chez les Cooper,14610,2015
6.1,Action,41,127,0.07,Dragon Blade,14564,2015
5.4,Action,44,96,0.0,Secret Agency,14443,2015
5.0,Horror,38,91,1.71,Les Dossiers Secrets du Vatican,14277,2015
7.9,Adventure,82,125,1.33,L'Ã©treinte du serpent,14184,2015
5.7,Horror,65,84,0.0,We Are Still Here,13877,2015
6.6,Biography,81,98,0.16,Experimenter,13708,2015
6.3,Comedy,77,108,0.13,Under Pressure,13569,2015
5.2,Drama,44,122,0.53,Vue sur mer,13472,2015
5.8,Drama,46,112,0.0,Extinction,13390,2015
4.2,Action,17,96,0.0,Vice,13338,2015
6.1,Comedy,65,79,1.1,The Overnight,13166,2015
6.8,Comedy,59,112,1.16,Miss You Already,13142,2015
6.4,Comedy,72,99,0.0,He Never Died,12599,2015
6.3,Action,80,105,0.61,The Assassin,12538,2015
6.5,Biography,53,99,0.0,The Program,12466,2015
5.1,Animation,33,92,85.89,Alvin et les Chipmunks: Ã€ fond la caisse,12413,2015
5.9,Drama,59,101,0.01,Into the Forest,12339,2015
6.7,Comedy,77,79,6.98,Grandma,12313,2015
6.3,Comedy,65,86,0.0,Deathgasm,12190,2015
5.2,Drama,23,94,0.0,Pay the Ghost,12152,2015
6.4,Comedy,46,100,0.0,Ashby,12080,2015
7.7,Animation,65,119,0.45,Le garÃ§on et la bÃªte,11924,2015
5.7,Horror,65,97,0.01,Le sanctuaire,11883,2015
8.4,Animation,54,105,0.0,Bilal: A New Breed of Hero,11848,2015
5.9,Fantasy,58,89,0.01,Southbound,11821,2015
5.4,Comedy,22,98,0.0,Dangerous Housewife,11805,2015
7.5,Documentary,50,90,0.0,Soaked in Bleach,11779,2015
6.2,Comedy,76,98,3.35,Maggie a un plan,11418,2015
6.3,Drama,80,104,0.0,The Survivalist,11330,2015
5.5,Action,18,96,0.0,Code Momentum,10801,2015
5.1,Drama,33,95,0.0,Air,10532,2015
6.4,Drama,26,120,67.79,War Room,10448,2015
2.8,Comedy,5,102,0.0,The Human Centipede III (Final Sequence),10398,2015
4.2,Horror,30,91,0.0,Area 51,10310,2015
7.2,Crime,76,115,0.25,Dheepan,10295,2015
7.4,Comedy,91,82,0.32,Taxi TÃ©hÃ©ran,10134,2015
7.0,Documentary,75,90,1.3,The Wolfpack,9782,2015
7.0,Biography,73,108,0.19,El Clan,9412,2015
5.0,Drama,23,95,0.0,Return to Sender,9325,2015
7.8,Comedy,82,112,0.38,Une seconde mÃ¨re,9286,2015
8.4,Documentary,79,102,0.0,Winter on Fire: Ukraine's Fight for Freedom,9226,2015
6.6,Drama,70,109,0.16,Back Home,9131,2015
6.5,Biography,50,103,0.53,Free Love,9111,2015
6.7,Documentary,62,99,0.02,My Scientology Movie,9072,2015
5.9,Drama,43,90,0.0,Backtrack: Les Revenants,9058,2015
6.5,Horror,72,79,0.0,The Devil's Candy,8981,2015
7.3,Drama,50,114,3.61,Spare Parts,8960,2015
5.9,Drama,23,110,0.02,Nos souvenirs,8953,2015
5.7,Drama,39,90,0.0,Intruders,8704,2015
5.5,Comedy,64,92,0.0,Tales of Halloween,8659,2015
"7.6,Documentary,75,101,0.0,""What Happened, Miss Simone?"",8587,2015"
7.7,Documentary,77,90,2.33,Meru,8456,2015
5.6,Drama,53,79,0.0,6 ans,8430,2015
8.0,Action,65,108,363.07,Deadpool,687103,2016
6.6,Action,44,151,330.36,Batman v Superman: L'aube de la justice,513628,2016
7.9,Action,75,147,408.08,Captain America: Civil War,458516,2016
6.1,Action,40,123,325.1,Suicide Squad,454131,2016
8.0,Drama,81,116,100.55,Premier contact,415287,2016
7.8,Action,65,133,532.18,Rogue One: A Star Wars story,389648,2016
7.5,Action,72,115,232.64,Doctor Strange,370876,2016
